op_id,airport_code,date,total_departures,total_arrivals,cancelled_flights,diverted_flights,avg_dep_delay_min,avg_arr_delay_min,on_time_pct,capacity_utilization_pct,ground_stops,gate_holds,runway_closures
OP0004671,MIA,2023-10-18,634,625,14,2,9.1,11.2,79.8,73.8,0,0,0
OP0004672,MIA,2023-10-19,659,668,1,2,6.7,9.2,91.5,76.5,0,0,0
OP0004673,MIA,2023-10-20,739,746,8,2,13.7,18.3,69.7,79.1,0,0,0
OP0004674,MIA,2023-10-21,726,726,11,2,10.3,13.0,85.7,79.1,0,1,0
OP0004675,MIA,2023-10-22,671,666,3,1,20.2,26.7,64.1,80.4,0,0,0
OP0004676,MIA,2023-10-23,655,657,10,1,5.5,8.4,92.9,82.8,0,0,1
OP0004677,MIA,2023-10-24,653,661,14,2,14.2,19.5,74.6,79.6,0,0,0
OP0004678,MIA,2023-10-25,641,646,8,0,8.6,10.9,86.1,79.7,0,1,0
OP0004679,MIA,2023-10-26,593,587,11,1,10.8,10.9,74.3,81.3,0,2,0
OP0004680,MIA,2023-10-27,724,727,10,3,3.3,2.4,96.9,79.7,0,1,0
OP0004681,MIA,2023-10-28,684,683,6,1,13.1,15.6,75.7,81.6,0,0,0
OP0004682,MIA,2023-10-29,678,684,10,1,9.2,13.6,81.6,84.7,0,1,0
OP0004683,MIA,2023-10-30,685,692,6,4,3.9,6.6,94.1,79.6,0,2,0
OP0004684,MIA,2023-10-31,656,646,7,1,15.4,20.3,69.9,86.2,0,0,0
OP0004685,MIA,2023-11-01,651,643,14,2,6.7,11.3,88.1,81.7,0,2,0
OP0004686,MIA,2023-11-02,671,680,10,2,14.9,20.8,75.5,81.0,0,0,0
OP0004687,MIA,2023-11-03,698,701,10,2,16.0,20.1,69.6,84.0,0,0,0
OP0004688,MIA,2023-11-04,688,693,8,2,9.9,11.7,82.9,82.3,0,0,0
OP0004689,MIA,2023-11-05,700,695,10,1,10.4,11.6,81.1,83.0,0,0,0
OP0004690,MIA,2023-11-06,676,680,13,2,21.4,27.1,63.4,82.2,0,2,0
OP0004691,MIA,2023-11-07,654,652,11,0,4.3,3.6,95.6,75.8,0,1,0
OP0004692,MIA,2023-11-08,681,676,0,2,17.5,20.2,73.7,85.2,0,0,0
OP0004693,MIA,2023-11-09,699,689,12,2,10.3,11.7,76.1,80.5,0,1,0
OP0004694,MIA,2023-11-10,720,715,8,3,10.7,17.1,77.0,71.9,0,2,0
OP0004695,MIA,2023-11-11,706,696,11,0,18.2,25.4,66.7,79.5,0,0,0
OP0004696,MIA,2023-11-12,760,754,9,2,15.2,20.8,71.1,85.5,0,2,0
OP0004697,MIA,2023-11-13,705,713,5,2,10.0,18.0,82.6,84.8,0,1,0
OP0004698,MIA,2023-11-14,702,708,9,1,22.6,25.2,53.2,82.6,0,2,0
OP0004699,MIA,2023-11-15,682,683,8,2,4.5,5.8,89.6,82.5,0,1,0
OP0004700,MIA,2023-11-16,638,634,6,0,9.4,13.8,87.5,79.5,0,0,0
OP0004701,MIA,2023-11-17,735,729,6,1,16.1,20.0,70.3,81.5,0,1,0
OP0004702,MIA,2023-11-18,758,762,12,3,15.9,18.3,69.6,79.8,0,0,0
OP0004703,MIA,2023-11-19,716,716,9,3,11.7,10.9,72.2,80.7,0,1,0
OP0004704,MIA,2023-11-20,635,641,9,3,3.8,5.7,92.3,84.2,0,0,0
OP0004705,MIA,2023-11-21,633,642,13,2,9.1,11.5,76.0,81.7,0,0,0
OP0004706,MIA,2023-11-22,588,589,9,1,12.1,16.3,75.3,80.9,0,1,0
OP0004707,MIA,2023-11-23,600,609,7,2,4.8,5.9,87.9,79.4,0,1,0
OP0004708,MIA,2023-11-24,715,706,14,3,6.5,8.9,88.0,80.6,0,0,0
OP0004709,MIA,2023-11-25,664,665,12,1,12.6,11.2,76.8,79.2,0,1,0
OP0004710,MIA,2023-11-26,694,689,14,2,15.0,15.3,69.5,80.8,0,0,0
OP0004711,MIA,2023-11-27,637,641,7,2,15.5,16.2,76.7,82.5,0,2,0
OP0004712,MIA,2023-11-28,623,623,4,1,16.1,17.7,66.7,83.4,0,1,0
OP0004713,MIA,2023-11-29,638,648,7,1,9.7,13.6,84.6,79.7,0,1,0
OP0004714,MIA,2023-11-30,613,615,10,1,17.4,15.5,71.8,80.6,0,0,0
OP0004715,MIA,2023-12-01,763,764,16,3,11.8,13.8,79.0,74.8,1,0,0
OP0004716,MIA,2023-12-02,702,705,14,3,21.6,26.1,64.1,81.8,1,3,0
OP0004717,MIA,2023-12-03,714,704,22,2,14.4,17.6,73.6,85.1,1,2,0
OP0004718,MIA,2023-12-04,749,740,16,2,12.1,15.2,77.0,81.2,0,3,0
OP0004719,MIA,2023-12-05,705,715,16,2,9.9,12.1,78.4,82.0,1,5,0
OP0004720,MIA,2023-12-06,710,709,14,1,26.5,28.0,57.7,76.5,0,2,0
OP0004721,MIA,2023-12-07,719,719,11,1,5.1,10.1,91.6,77.6,0,3,0
OP0004722,MIA,2023-12-08,664,657,15,2,22.5,24.9,62.6,80.8,1,3,0
OP0004723,MIA,2023-12-09,686,695,20,2,17.2,20.8,72.3,80.9,0,4,0
OP0004724,MIA,2023-12-10,701,704,12,3,18.7,23.2,68.9,79.1,1,2,0
OP0004725,MIA,2023-12-11,743,737,10,1,9.4,10.9,86.9,76.4,1,2,0
OP0004726,MIA,2023-12-12,770,778,15,2,21.2,23.0,62.3,82.5,0,3,0
OP0004727,MIA,2023-12-13,759,753,15,3,17.5,19.9,68.8,75.6,0,3,0
OP0004728,MIA,2023-12-14,702,708,12,1,15.2,18.3,70.7,79.9,0,0,0
OP0004729,MIA,2023-12-15,736,727,12,2,18.1,21.1,60.7,78.6,1,3,0
OP0004730,MIA,2023-12-16,667,674,15,1,17.3,21.0,64.3,77.8,1,5,0
OP0004731,MIA,2023-12-17,725,722,25,2,18.7,22.2,64.9,84.0,1,5,0
OP0004732,MIA,2023-12-18,691,694,14,1,9.6,7.9,83.0,83.6,1,4,0
OP0004733,MIA,2023-12-19,692,682,16,4,22.1,23.8,61.5,81.6,0,1,1
OP0004734,MIA,2023-12-20,714,710,17,1,14.6,19.4,73.1,75.7,0,1,0
OP0004735,MIA,2023-12-21,702,712,22,1,13.8,17.1,74.6,77.5,0,3,0
OP0004736,MIA,2023-12-22,712,707,11,2,27.7,34.2,50,79.1,1,3,0
OP0004737,MIA,2023-12-23,684,687,12,1,24.0,26.7,55.1,80.0,0,1,0
OP0004738,MIA,2023-12-24,669,678,12,2,19.4,21.2,66.4,79.7,0,4,0
OP0004739,MIA,2023-12-25,689,691,6,2,21.3,21.0,59.8,79.0,0,3,0
OP0004740,MIA,2023-12-26,768,764,12,1,15.9,19.5,69.7,85.7,0,5,0
OP0004741,MIA,2023-12-27,697,699,10,2,18.8,20.7,65.3,78.1,0,4,0
OP0004742,MIA,2023-12-28,706,697,14,1,28.2,32.2,50,78.0,0,0,0
OP0004743,MIA,2023-12-29,703,709,16,2,20.0,21.1,65.7,80.3,1,1,0
OP0004744,MIA,2023-12-30,743,735,18,2,17.5,20.1,70.6,76.5,1,1,0
OP0004745,MIA,2023-12-31,714,712,16,2,17.0,19.8,66.6,76.2,0,3,0
OP0004746,EWR,2023-01-01,659,651,12,1,9.0,11.9,85.7,68.4,1,4,0
OP0004747,EWR,2023-01-02,608,616,15,3,10.7,16.6,82.1,76.8,0,2,0
OP0004748,EWR,2023-01-03,543,540,10,2,16.1,15.4,69.0,74.7,0,4,0
OP0004749,EWR,2023-01-04,560,557,12,0,15.3,20.5,73.7,74.6,1,0,0
OP0004750,EWR,2023-01-05,544,546,12,1,12.6,17.2,82.6,75.5,1,5,1
OP0004751,EWR,2023-01-06,667,672,13,2,21.2,26.1,58.5,74.6,0,2,0
OP0004752,EWR,2023-01-07,714,707,15,2,15.4,18.1,75.5,77.6,1,5,0
OP0004753,EWR,2023-01-08,669,665,9,2,14.0,17.3,73.6,75.5,0,4,0
OP0004754,EWR,2023-01-09,617,623,12,2,13.7,13.3,71.8,77.7,0,2,0
OP0004755,EWR,2023-01-10,627,636,9,1,9.6,14.9,82.0,72.3,1,4,0
OP0004756,EWR,2023-01-11,543,544,11,1,17.7,23.0,65.3,75.2,0,5,0
OP0004757,EWR,2023-01-12,631,630,12,2,15.8,18.7,77.1,69.9,0,3,0
OP0004758,EWR,2023-01-13,725,724,13,0,11.4,15.1,81.1,73.0,1,2,1
OP0004759,EWR,2023-01-14,685,684,20,0,14.1,19.8,71.0,73.4,0,0,1
OP0004760,EWR,2023-01-15,657,659,14,2,12.7,19.7,79.8,75.8,0,3,0
OP0004761,EWR,2023-01-16,568,575,11,1,11.7,15.9,80.5,70.0,1,1,0
OP0004762,EWR,2023-01-17,638,628,12,1,9.6,14.3,82.2,70.8,0,2,0
OP0004763,EWR,2023-01-18,559,563,14,1,27.7,32.6,50,73.9,0,1,0
OP0004764,EWR,2023-01-19,594,593,12,1,14.6,20.5,71.9,78.6,0,3,0
OP0004765,EWR,2023-01-20,667,677,14,3,6.0,7.2,91.0,74.4,1,3,0
OP0004766,EWR,2023-01-21,645,655,12,1,22.8,26.5,54.1,75.3,0,2,0
OP0004767,EWR,2023-01-22,684,679,7,1,15.4,18.8,70.1,75.4,0,0,0
OP0004768,EWR,2023-01-23,614,606,17,2,22.7,27.1,58.5,76.2,0,4,0
OP0004769,EWR,2023-01-24,614,610,10,2,1.8,6.8,97.7,76.7,0,2,0
OP0004770,EWR,2023-01-25,574,577,12,1,19.1,19.9,66.6,78.3,0,2,0
OP0004771,EWR,2023-01-26,573,570,12,2,19.2,23.8,66.9,69.1,1,1,0
OP0004772,EWR,2023-01-27,660,656,20,2,20.2,24.5,59.7,80.7,0,5,0
OP0004773,EWR,2023-01-28,657,651,17,2,17.7,20.1,64.9,75.7,0,0,0
OP0004774,EWR,2023-01-29,674,675,14,2,13.5,16.8,78.8,72.1,1,5,0
OP0004775,EWR,2023-01-30,592,593,13,1,11.6,11.9,76.1,72.8,1,0,0
OP0004776,EWR,2023-01-31,600,597,11,1,21.7,25.5,62.0,73.8,1,2,1
OP0004777,EWR,2023-02-01,622,625,12,1,17.0,20.0,71.5,72.0,0,5,0
OP0004778,EWR,2023-02-02,611,613,7,1,13.5,16.7,74.1,76.9,0,1,0
OP0004779,EWR,2023-02-03,722,726,16,2,12.3,12.4,80.0,75.5,0,4,0
OP0004780,EWR,2023-02-04,678,672,13,1,20.6,26.4,66.8,73.3,1,3,0
OP0004781,EWR,2023-02-05,631,632,9,2,11.9,14.9,77.9,68.2,0,5,0
OP0004782,EWR,2023-02-06,601,597,12,1,17.1,18.0,71.5,77.7,0,3,0
OP0004783,EWR,2023-02-07,572,567,12,1,14.2,18.4,76.0,70.2,0,4,0
OP0004784,EWR,2023-02-08,618,618,8,1,21.8,26.6,58.5,72.2,0,5,0
OP0004785,EWR,2023-02-09,626,631,8,2,20.1,26.8,62.1,74.0,0,1,0
OP0004786,EWR,2023-02-10,659,657,13,1,15.5,18.2,71.2,79.1,1,4,0
OP0004787,EWR,2023-02-11,630,634,10,1,10.6,14.0,81.6,76.9,0,3,0
OP0004788,EWR,2023-02-12,651,651,14,2,16.0,20.2,69.7,77.5,0,0,0
OP0004789,EWR,2023-02-13,603,607,10,2,22.8,25.2,58.0,75.2,1,3,0
OP0004790,EWR,2023-02-14,603,612,14,1,21.5,29.6,63.6,79.6,0,2,0
OP0004791,EWR,2023-02-15,604,610,8,2,23.6,29.4,55.6,75.7,1,0,0
OP0004792,EWR,2023-02-16,569,576,9,1,19.4,22.3,63.0,76.6,0,4,0
OP0004793,EWR,2023-02-17,673,668,14,2,23.5,26.2,54.8,75.2,1,3,0
OP0004794,EWR,2023-02-18,632,634,16,1,1.1,4.4,94.9,75.0,1,4,0
OP0004795,EWR,2023-02-19,636,638,6,1,7.5,11.1,85.7,75.8,0,1,0
OP0004796,EWR,2023-02-20,591,594,9,2,10.4,17.0,81.5,71.1,1,2,0
OP0004797,EWR,2023-02-21,593,595,12,1,15.4,16.6,63.9,75.7,1,2,0
OP0004798,EWR,2023-02-22,581,589,10,1,18.0,22.9,63.8,80.2,0,0,0
OP0004799,EWR,2023-02-23,617,625,9,2,11.7,12.2,75.7,72.0,1,3,0
OP0004800,EWR,2023-02-24,684,681,12,1,14.9,16.9,69.8,74.5,0,4,0
OP0004801,EWR,2023-02-25,643,645,16,1,10.7,14.4,80.0,64.5,0,0,0
OP0004802,EWR,2023-02-26,683,679,10,2,15.1,17.4,73.1,77.8,0,4,0
OP0004803,EWR,2023-02-27,624,625,11,2,20.3,21.8,61.2,73.9,1,2,0
OP0004804,EWR,2023-02-28,550,556,5,1,7.1,9.1,90.6,74.6,0,2,0
OP0004805,EWR,2023-03-01,556,565,8,1,7.9,9.9,82.4,70.8,0,2,0
OP0004806,EWR,2023-03-02,550,553,11,1,8.9,11.0,85.1,82.9,0,1,0
OP0004807,EWR,2023-03-03,653,656,11,2,13.8,16.3,74.4,74.2,0,1,0
OP0004808,EWR,2023-03-04,600,605,5,1,16.3,19.7,74.2,76.7,0,1,0
OP0004809,EWR,2023-03-05,649,639,15,2,1.0,2.1,98.8,76.2,0,0,0
OP0004810,EWR,2023-03-06,562,559,13,2,10.7,15.4,78.6,71.0,0,0,0
OP0004811,EWR,2023-03-07,601,611,13,1,17.1,20.3,69.5,72.4,0,2,0
OP0004812,EWR,2023-03-08,602,592,13,1,11.6,14.7,82.3,72.1,0,0,0
OP0004813,EWR,2023-03-09,590,587,9,1,20.1,22.3,67.7,73.3,0,0,0
OP0004814,EWR,2023-03-10,676,676,6,1,14.8,17.4,69.8,75.3,0,1,0
OP0004815,EWR,2023-03-11,634,630,13,1,14.8,17.2,70.3,71.1,0,2,0
OP0004816,EWR,2023-03-12,662,665,10,3,8.5,13.4,83.2,77.3,0,0,0
OP0004817,EWR,2023-03-13,543,533,10,0,5.5,6.8,86.5,73.9,0,2,0
OP0004818,EWR,2023-03-14,591,584,10,2,7.6,11.9,87.2,78.5,0,0,0
OP0004819,EWR,2023-03-15,600,595,5,1,13.0,16.1,74.8,76.4,0,2,0
OP0004820,EWR,2023-03-16,653,652,7,3,11.3,14.3,83.0,76.8,0,0,0
OP0004821,EWR,2023-03-17,644,641,11,1,23.6,25.8,60.0,71.4,0,2,0
OP0004822,EWR,2023-03-18,690,692,6,1,11.3,14.0,74.3,75.8,0,1,1
OP0004823,EWR,2023-03-19,625,631,12,1,12.4,14.6,80.6,65.7,0,2,0
OP0004824,EWR,2023-03-20,612,612,8,1,16.7,22.4,67.8,69.4,0,0,1
OP0004825,EWR,2023-03-21,599,608,7,0,11.2,18.0,80.9,70.8,0,0,0
OP0004826,EWR,2023-03-22,599,605,11,1,10.5,11.8,79.2,76.0,0,0,0
OP0004827,EWR,2023-03-23,579,587,7,1,6.4,9.5,90.6,72.9,0,0,0
OP0004828,EWR,2023-03-24,617,622,13,1,21.8,28.2,62.7,72.8,0,2,0
OP0004829,EWR,2023-03-25,653,652,11,2,7.8,7.5,85.5,75.0,0,2,0
OP0004830,EWR,2023-03-26,709,714,11,3,14.2,16.1,72.6,74.7,0,1,0
OP0004831,EWR,2023-03-27,607,598,8,1,10.7,12.9,79.6,74.9,0,2,0
OP0004832,EWR,2023-03-28,671,666,6,2,6.1,9.3,88.5,72.1,0,1,0
OP0004833,EWR,2023-03-29,579,571,10,1,10.9,11.1,74.0,75.5,0,0,1
OP0004834,EWR,2023-03-30,568,572,7,1,10.0,15.6,81.4,73.4,0,1,0
OP0004835,EWR,2023-03-31,652,655,7,2,13.1,14.8,77.0,75.6,0,0,0
OP0004836,EWR,2023-04-01,632,642,11,0,13.0,17.1,75.2,75.1,0,2,0
OP0004837,EWR,2023-04-02,631,638,5,2,9.9,14.1,83.8,72.9,0,0,0
OP0004838,EWR,2023-04-03,589,590,11,1,10.3,11.5,81.8,69.7,0,1,0
OP0004839,EWR,2023-04-04,642,641,8,2,3.9,7.9,89.3,76.8,0,2,0
OP0004840,EWR,2023-04-05,573,579,2,1,7.0,8.8,87.8,72.0,0,0,0
OP0004841,EWR,2023-04-06,598,596,9,1,13.9,21.1,77.3,77.9,0,0,0
OP0004842,EWR,2023-04-07,685,686,13,3,8.7,10.9,88.0,74.3,0,2,0
OP0004843,EWR,2023-04-08,672,680,10,2,4.4,7.4,85.9,75.3,0,2,0
OP0004844,EWR,2023-04-09,668,677,8,3,14.1,18.7,71.5,77.8,0,0,0
OP0004845,EWR,2023-04-10,594,594,10,3,16.5,18.3,73.8,69.7,0,2,0
OP0004846,EWR,2023-04-11,569,576,5,1,19.0,21.4,70.5,70.6,0,0,0
OP0004847,EWR,2023-04-12,583,591,9,2,10.1,15.6,84.8,74.3,0,0,0
OP0004848,EWR,2023-04-13,604,609,7,1,19.5,21.3,67.2,72.2,0,1,0
OP0004849,EWR,2023-04-14,646,638,10,2,17.0,22.1,64.9,82.5,0,0,0
OP0004850,EWR,2023-04-15,640,641,8,2,13.9,20.5,74.6,72.4,0,2,0
OP0004851,EWR,2023-04-16,693,697,7,2,27.1,31.2,53.1,72.6,0,0,0
OP0004852,EWR,2023-04-17,635,626,9,2,16.2,19.8,69.3,71.5,0,1,1
OP0004853,EWR,2023-04-18,640,643,7,1,7.7,7.7,85.5,72.1,0,0,0
OP0004854,EWR,2023-04-19,607,613,2,1,16.5,21.9,74.9,74.9,0,2,0
OP0004855,EWR,2023-04-20,564,562,8,2,13.4,12.5,77.7,78.8,0,1,1
OP0004856,EWR,2023-04-21,637,645,9,2,6.0,11.3,88.4,82.2,0,0,0
OP0004857,EWR,2023-04-22,619,621,11,0,19.0,21.7,63.2,73.6,0,1,1
OP0004858,EWR,2023-04-23,638,643,11,2,12.7,15.9,78.9,67.0,0,1,0
OP0004859,EWR,2023-04-24,621,615,9,2,3.8,12.7,94.6,80.0,0,2,0
OP0004860,EWR,2023-04-25,653,651,13,1,3.3,5.2,95.7,77.0,0,0,0
OP0004861,EWR,2023-04-26,641,640,3,1,13.2,15.5,76.8,70.5,0,2,0
OP0004862,EWR,2023-04-27,594,590,12,2,15.3,18.8,73.3,73.9,0,2,0
OP0004863,EWR,2023-04-28,655,652,10,2,8.0,6.7,84.8,71.6,0,2,0
OP0004864,EWR,2023-04-29,650,649,11,2,11.9,13.6,75.8,76.4,0,0,0
OP0004865,EWR,2023-04-30,667,659,12,3,8.0,9.0,92.5,77.2,0,0,0
OP0004866,EWR,2023-05-01,643,645,12,1,18.6,21.7,66.1,75.5,0,1,0
OP0004867,EWR,2023-05-02,616,616,5,1,2.5,4.0,91.6,75.0,0,2,0
OP0004868,EWR,2023-05-03,632,628,7,2,11.7,14.3,79.2,75.8,0,1,0
OP0004869,EWR,2023-05-04,594,590,8,1,17.1,21.5,68.9,74.3,0,2,0
OP0004870,EWR,2023-05-05,696,696,10,3,11.0,11.2,80.5,75.6,0,0,0
OP0004871,EWR,2023-05-06,649,647,5,1,18.6,19.9,67.4,79.1,0,0,1
OP0004872,EWR,2023-05-07,645,651,16,2,13.7,16.2,75.0,74.7,0,2,0
OP0004873,EWR,2023-05-08,611,608,9,1,6.1,11.8,84.4,74.9,0,1,0
OP0004874,EWR,2023-05-09,621,621,11,1,17.1,18.7,69.8,74.6,0,1,0
OP0004875,EWR,2023-05-10,602,605,12,1,14.5,18.4,72.2,72.3,0,1,0
OP0004876,EWR,2023-05-11,599,594,6,1,19.0,23.0,69.0,73.1,0,2,0
OP0004877,EWR,2023-05-12,648,654,8,1,8.1,10.6,92.1,74.8,0,1,0
OP0004878,EWR,2023-05-13,624,626,11,1,17.8,18.7,71.5,65.0,0,0,0
OP0004879,EWR,2023-05-14,696,699,12,0,2.7,5.4,92.8,78.0,0,0,0
OP0004880,EWR,2023-05-15,583,580,8,1,7.8,12.0,87.7,73.6,0,0,0
OP0004881,EWR,2023-05-16,561,554,5,2,6.0,6.7,88.6,75.2,0,2,0
OP0004882,EWR,2023-05-17,628,623,4,2,10.7,12.9,80.0,68.4,0,0,0
OP0004883,EWR,2023-05-18,591,583,10,2,6.9,11.8,89.0,71.9,0,2,0
OP0004884,EWR,2023-05-19,657,651,15,1,10.0,15.4,85.2,80.2,0,2,0
OP0004885,EWR,2023-05-20,734,728,8,1,11.8,14.4,80.9,74.9,0,1,0
OP0004886,EWR,2023-05-21,624,619,14,2,10.6,17.0,80.1,76.1,0,2,0
OP0004887,EWR,2023-05-22,602,598,5,1,0,2.5,99,76.7,0,2,0
OP0004888,EWR,2023-05-23,601,596,9,2,6.6,11.6,83.6,74.3,0,2,0
OP0004889,EWR,2023-05-24,632,624,8,1,15.3,16.1,71.7,79.0,0,1,0
OP0004890,EWR,2023-05-25,625,633,8,1,6.9,7.3,90.3,73.5,0,0,0
OP0004891,EWR,2023-05-26,620,613,4,1,2.6,8.0,89.4,74.2,0,0,0
OP0004892,EWR,2023-05-27,635,643,7,2,7.5,9.5,91.1,77.0,0,2,0
OP0004893,EWR,2023-05-28,670,664,16,2,14.8,19.5,70.2,75.9,0,2,0
OP0004894,EWR,2023-05-29,662,660,13,1,8.4,10.1,84.9,70.1,0,2,0
OP0004895,EWR,2023-05-30,645,653,9,1,10.6,14.4,79.0,75.7,0,2,0
OP0004896,EWR,2023-05-31,606,614,5,2,7.6,11.0,81.9,69.3,0,1,0
OP0004897,EWR,2023-06-01,677,680,8,2,7.4,7.9,88.2,73.4,0,2,0
OP0004898,EWR,2023-06-02,710,710,17,3,12.6,15.6,71.4,77.0,0,1,0
OP0004899,EWR,2023-06-03,635,638,11,1,18.4,24.9,70.0,74.0,0,5,0
OP0004900,EWR,2023-06-04,694,684,9,2,22.1,26.5,55.6,74.7,0,1,0
OP0004901,EWR,2023-06-05,639,633,17,2,5.9,10.1,94.3,83.8,0,5,0
OP0004902,EWR,2023-06-06,662,657,10,2,7.0,6.5,83.9,80.4,0,1,0
OP0004903,EWR,2023-06-07,625,634,14,0,8.7,12.0,85.6,73.5,0,5,1
OP0004904,EWR,2023-06-08,689,697,13,1,14.8,17.4,70.2,69.7,0,4,0
OP0004905,EWR,2023-06-09,664,668,7,1,10.8,17.6,79.6,78.9,0,1,0
OP0004906,EWR,2023-06-10,670,677,10,2,17.0,19.7,66.7,76.1,0,3,0
OP0004907,EWR,2023-06-11,748,746,19,1,10.0,11.5,85.3,78.0,0,5,0
OP0004908,EWR,2023-06-12,674,676,10,2,4.3,5.9,90.7,82.3,0,5,0
OP0004909,EWR,2023-06-13,668,668,13,1,17.8,20.1,71.9,73.3,0,2,0
OP0004910,EWR,2023-06-14,660,660,10,1,17.4,22.0,71.6,70.3,0,1,0
OP0004911,EWR,2023-06-15,656,647,7,3,17.9,18.6,65.8,69.9,0,5,0
OP0004912,EWR,2023-06-16,651,660,9,2,10.4,15.7,79.2,77.6,0,2,0
OP0004913,EWR,2023-06-17,702,705,8,3,12.8,14.2,77.8,69.2,0,4,0
OP0004914,EWR,2023-06-18,618,627,6,1,24.3,24.5,50,73.9,0,4,0
OP0004915,EWR,2023-06-19,665,667,8,1,18.6,22.0,68.6,72.0,0,4,0
OP0004916,EWR,2023-06-20,629,621,16,1,9.3,11.7,86.1,75.8,0,0,0
OP0004917,EWR,2023-06-21,628,637,8,1,25.3,30.3,54.6,71.1,0,5,0
OP0004918,EWR,2023-06-22,643,643,13,0,10.5,14.1,80.1,75.1,0,1,0
OP0004919,EWR,2023-06-23,650,653,9,1,10.2,12.7,78.6,72.5,0,5,0
OP0004920,EWR,2023-06-24,672,675,10,2,18.6,20.3,62.3,72.4,0,5,0
OP0004921,EWR,2023-06-25,688,681,15,1,24.4,28.4,62.2,76.8,0,3,0
OP0004922,EWR,2023-06-26,637,632,15,2,11.9,14.0,81.9,74.0,0,1,0
OP0004923,EWR,2023-06-27,709,704,9,1,9.0,15.0,84.2,74.7,0,4,0
OP0004924,EWR,2023-06-28,628,627,14,1,11.8,18.1,77.1,72.5,0,3,1
OP0004925,EWR,2023-06-29,664,670,13,2,14.8,17.3,77.9,76.9,0,1,0
OP0004926,EWR,2023-06-30,677,686,13,2,19.6,21.1,62.1,74.5,0,2,0
OP0004927,EWR,2023-07-01,661,671,11,1,7.5,7.8,87.1,79.7,0,5,0
OP0004928,EWR,2023-07-02,680,673,6,2,4.8,9.2,93.7,85.6,0,5,0
OP0004929,EWR,2023-07-03,670,664,8,2,8.6,14.6,85.7,74.3,0,5,0
OP0004930,EWR,2023-07-04,690,683,12,2,15.1,15.0,76.2,70.6,0,3,0
OP0004931,EWR,2023-07-05,625,623,13,1,19.1,20.7,65.3,74.7,0,0,0
OP0004932,EWR,2023-07-06,685,690,8,2,17.0,16.8,70.5,77.2,0,4,0
OP0004933,EWR,2023-07-07,635,628,7,1,12.2,17.3,78.7,75.1,0,1,0
OP0004934,EWR,2023-07-08,659,654,12,1,14.7,17.5,77.7,73.1,0,4,1
OP0004935,EWR,2023-07-09,613,621,11,1,9.0,12.0,84.4,73.1,0,0,0
OP0004936,EWR,2023-07-10,687,683,11,1,18.1,22.2,63.2,73.2,0,4,0
OP0004937,EWR,2023-07-11,650,653,8,2,12.2,13.3,74.1,78.6,0,4,0
OP0004938,EWR,2023-07-12,640,645,14,1,7.7,11.0,89.3,69.7,0,1,0
OP0004939,EWR,2023-07-13,663,661,7,1,22.3,24.9,55.6,71.1,0,3,0
OP0004940,EWR,2023-07-14,668,667,9,2,25.1,27.7,54.8,70.2,0,3,0
OP0004941,EWR,2023-07-15,675,685,14,2,16.6,19.9,66.1,78.2,0,1,0
OP0004942,EWR,2023-07-16,695,686,13,2,19.5,20.5,65.2,79.7,0,3,0
OP0004943,EWR,2023-07-17,709,707,6,1,14.5,17.1,74.7,75.4,0,5,0
OP0004944,EWR,2023-07-18,653,648,5,1,12.4,14.6,79.2,77.0,0,1,0
OP0004945,EWR,2023-07-19,656,666,11,2,19.1,23.8,65.0,81.0,0,4,0
OP0004946,EWR,2023-07-20,661,654,11,1,17.3,17.2,73.2,75.8,0,4,0
OP0004947,EWR,2023-07-21,684,681,10,2,9.1,13.1,81.3,70.7,0,2,0
OP0004948,EWR,2023-07-22,674,670,17,1,19.0,19.4,65.4,78.7,0,4,0
OP0004949,EWR,2023-07-23,674,672,14,1,2.2,9.0,98.1,81.3,0,5,0
OP0004950,EWR,2023-07-24,690,691,12,1,11.4,15.3,79.4,71.0,0,0,0
OP0004951,EWR,2023-07-25,685,681,11,1,11.1,14.9,78.8,69.9,0,3,0
OP0004952,EWR,2023-07-26,654,646,9,3,11.9,16.6,80.6,76.0,0,5,0
OP0004953,EWR,2023-07-27,630,624,2,2,15.2,20.2,71.4,75.2,0,2,0
OP0004954,EWR,2023-07-28,655,649,14,1,18.6,19.3,68.1,74.3,0,0,0
OP0004955,EWR,2023-07-29,620,630,8,3,16.3,19.1,69.3,72.0,0,1,0
OP0004956,EWR,2023-07-30,657,656,9,1,12.5,17.4,81.4,75.1,0,5,0
OP0004957,EWR,2023-07-31,676,666,12,1,12.4,15.7,76.2,74.5,0,0,0
OP0004958,EWR,2023-08-01,557,565,8,1,3.5,6.9,92.6,72.8,0,1,0
OP0004959,EWR,2023-08-02,675,675,8,1,9.3,12.3,85.3,78.7,0,0,0
OP0004960,EWR,2023-08-03,588,590,13,2,18.8,21.6,61.4,73.2,0,1,0
OP0004961,EWR,2023-08-04,630,633,10,2,13.2,15.9,75.8,72.5,0,2,0
OP0004962,EWR,2023-08-05,599,608,4,2,15.9,23.1,68.6,73.7,0,0,0
OP0004963,EWR,2023-08-06,697,707,11,2,18.3,20.3,66.9,75.2,0,0,0
OP0004964,EWR,2023-08-07,579,582,9,2,12.3,17.7,78.3,75.0,0,0,0
OP0004965,EWR,2023-08-08,552,543,9,2,17.7,22.2,65.6,71.3,0,1,0
OP0004966,EWR,2023-08-09,647,647,17,1,11.8,16.3,78.6,75.2,0,2,0
